Attrition,OverTime,TotalWorkingYears,JobLevel,YearsInCurrentRole,MonthlyIncome,Age,YearsWithCurrManager,StockOptionLevel,YearsAtCompany,JobInvolvement,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,DistanceFromHome,WorkLifeBalance,TrainingTimesLastYear,Department,EducationField,JobRole,MaritalStatus
0,0,11,3,9,7898,48,8,0,10,3,1,4,4,4,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,5,1,0,2534,27,0,1,1,4,1,4,3,11,3,4,Sales,Medical,Sales Representative,Married
0,0,29,4,2,13142,51,3,0,5,2,1,2,4,11,2,1,Research & Development,Technical Degree,Manufacturing Director,Single
0,0,0,1,0,1611,18,0,0,0,3,0,4,4,1,4,5,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,10,2,7,5363,35,0,1,9,2,1,4,4,1,3,0,Research & Development,Medical,Laboratory Technician,Married
0,0,8,2,2,5071,27,0,0,6,1,2,4,4,2,3,3,Sales,Life Sciences,Sales Executive,Single
1,1,24,4,7,13695,55,8,0,19,4,1,3,1,13,2,2,Sales,Marketing,Sales Executive,Single
0,1,33,4,16,13402,56,9,1,19,3,1,2,4,23,3,0,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,5,1,4,2029,34,0,3,5,2,0,3,1,26,3,2,Research & Development,Technical Degree,Research Scientist,Divorced
0,0,15,2,11,6377,40,8,3,12,4,1,3,2,2,3,0,Research & Development,Medical,Healthcare Representative,Divorced
0,0,10,2,7,5429,34,7,2,8,3,1,3,2,29,3,1,Research & Development,Medical,Laboratory Technician,Married
1,0,3,1,0,2785,31,0,0,1,2,2,4,3,2,4,3,Sales,Life Sciences,Sales Representative,Single
1,1,5,2,2,4614,35,2,1,4,3,2,3,4,18,2,0,Sales,Marketing,Sales Executive,Married
0,0,4,1,2,2610,38,3,3,4,4,2,3,4,7,3,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,14,2,11,6687,34,11,0,14,3,1,4,3,2,4,2,Research & Development,Technical Degree,Healthcare Representative,Single
0,0,5,2,3,4724,28,4,1,5,2,1,1,3,26,3,0,Sales,Life Sciences,Sales Executive,Married
1,1,10,2,2,6179,31,7,2,10,3,1,3,4,22,2,3,Research & Development,Medical,Manufacturing Director,Married
0,1,8,2,4,6120,39,4,2,5,2,1,4,1,21,4,2,Sales,Life Sciences,Sales Executive,Married
0,0,14,3,2,10596,51,2,0,4,3,2,2,2,2,3,5,Sales,Marketing,Sales Executive,Married
0,1,12,2,2,5467,41,3,2,6,3,2,4,4,22,2,4,Research & Development,Life Sciences,Research Scientist,Divorced
0,1,8,1,4,2996,37,3,0,6,3,1,3,3,4,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,8,2,4,9998,33,2,0,5,3,2,4,2,5,4,2,Sales,Life Sciences,Sales Executive,Married
0,1,4,2,2,4078,32,2,3,3,3,1,2,3,2,2,3,Sales,Marketing,Sales Executive,Married
0,0,13,3,4,10920,39,5,1,6,3,0,3,3,25,3,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,6,2,2,6232,25,2,0,3,4,1,3,1,18,2,3,Sales,Life Sciences,Sales Executive,Married
0,1,24,4,3,13247,52,2,1,5,4,2,3,4,28,2,3,Research & Development,Medical,Manufacturing Director,Married
0,1,20,2,7,4081,43,8,0,20,2,1,3,1,6,1,3,Research & Development,Medical,Research Scientist,Single
0,1,6,2,2,5769,27,4,0,6,2,1,4,4,10,3,3,Sales,Marketing,Sales Executive,Married
1,1,8,1,2,2394,27,7,0,8,3,1,3,4,17,3,2,Research & Development,Life Sciences,Research Scientist,Single
0,0,5,1,3,3904,26,1,0,4,2,1,4,1,2,3,2,Research & Development,Medical,Research Scientist,Single
0,0,21,4,7,16799,42,9,1,20,3,1,1,3,10,3,5,Human Resources,Human Resources,Manager,Married
0,0,12,1,4,2950,52,4,0,5,3,1,1,3,8,1,2,Research & Development,Other,Laboratory Technician,Married
0,0,8,1,2,3629,37,2,0,3,3,1,3,1,11,3,6,Research & Development,Medical,Laboratory Technician,Single
0,0,10,3,2,9362,35,2,0,2,3,2,4,3,18,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,7,1,2,3229,25,2,1,3,3,1,4,1,1,2,2,Research & Development,Technical Degree,Laboratory Technician,Married
0,0,8,1,7,3578,26,7,0,7,4,1,1,3,7,3,2,Research & Development,Other,Laboratory Technician,Single
0,0,10,3,9,7988,29,9,0,10,2,1,1,2,17,2,3,Human Resources,Other,Human Resources,Single
1,0,20,2,3,4284,49,3,0,4,2,2,1,1,28,3,2,Research & Development,Life Sciences,Laboratory Technician,Single
1,1,9,3,7,7553,29,7,0,8,3,2,4,3,14,3,1,Research & Development,Other,Healthcare Representative,Single
0,0,29,4,7,17328,54,7,0,20,3,1,4,4,1,2,3,Research & Development,Medical,Research Director,Single
0,1,32,5,8,19701,58,5,1,9,3,1,1,4,1,3,3,Research & Development,Medical,Research Director,Married
0,0,31,4,7,14732,55,0,2,7,4,1,4,2,1,4,4,Research & Development,Medical,Research Director,Divorced
0,1,15,2,4,9278,36,1,0,5,3,1,2,1,3,3,3,Sales,Marketing,Sales Executive,Single
1,0,1,1,0,1359,31,0,0,1,1,2,3,2,1,3,3,Sales,Life Sciences,Sales Representative,Single
0,0,8,2,2,4779,30,2,2,3,3,1,1,4,7,3,3,Sales,Marketing,Sales Executive,Divorced
0,0,9,4,2,16422,31,0,0,3,3,1,2,1,8,4,3,Research & Development,Life Sciences,Research Director,Single
0,0,10,1,3,2996,34,3,2,4,3,2,1,4,1,3,2,Research & Development,Other,Research Scientist,Divorced
1,0,1,1,0,1261,31,0,0,1,2,1,2,1,8,4,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,6,1,0,2099,27,4,0,5,3,1,1,2,11,4,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,4,5810,36,8,0,10,2,1,4,1,4,2,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,11,2,2,5647,36,2,2,3,2,1,1,3,16,2,3,Sales,Marketing,Sales Executive,Married
0,0,17,1,5,3420,47,2,1,6,3,1,4,1,1,2,2,Research & Development,Technical Degree,Research Scientist,Married
1,0,6,1,2,4400,25,2,0,3,2,1,1,1,9,3,2,Sales,Life Sciences,Sales Representative,Married
0,0,7,1,5,3500,37,3,0,6,4,0,3,3,5,1,2,Research & Development,Technical Degree,Laboratory Technician,Single
0,0,5,1,2,2066,56,0,1,3,3,1,1,1,1,4,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,26,4,17,17169,47,6,2,20,3,1,3,1,2,4,2,Research & Development,Medical,Research Director,Married
0,1,5,2,4,4162,24,3,2,5,3,1,3,4,4,3,3,Sales,Medical,Sales Executive,Married
0,0,7,2,3,9204,32,3,1,4,3,1,4,4,7,2,3,Sales,Marketing,Sales Executive,Married
0,0,7,1,4,3294,34,2,1,5,2,1,2,4,1,2,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,7,1,2,2127,41,3,0,4,4,1,3,2,5,2,5,Research & Development,Medical,Research Scientist,Married
0,0,11,2,7,3975,40,7,2,8,3,0,3,3,9,4,2,Research & Development,Other,Laboratory Technician,Divorced
0,0,13,3,7,10793,31,9,1,13,3,1,4,1,8,3,5,Sales,Life Sciences,Sales Executive,Divorced
1,0,28,3,7,10096,46,3,1,7,3,1,4,1,9,4,1,Sales,Marketing,Sales Executive,Divorced
1,1,11,1,0,3646,39,0,0,1,2,0,1,1,2,4,2,Research & Development,Life Sciences,Laboratory Technician,Single
1,0,10,3,8,7446,31,7,0,10,4,2,2,3,1,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,1,24,3,7,10851,45,7,1,7,1,1,1,2,20,3,2,Research & Development,Medical,Healthcare Representative,Divorced
0,0,8,1,2,2109,31,2,0,3,4,1,2,4,8,3,3,Human Resources,Medical,Human Resources,Single
1,1,7,1,2,3722,31,2,1,2,3,2,4,2,2,1,2,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,10,3,1,9380,45,2,2,3,3,1,4,2,29,4,4,Research & Development,Technical Degree,Manufacturing Director,Married
0,0,15,2,2,5486,48,2,3,2,3,1,1,3,7,3,3,Sales,Marketing,Sales Executive,Divorced
1,0,2,1,2,2742,34,2,0,2,3,1,3,1,9,3,0,Human Resources,Technical Degree,Human Resources,Married
0,0,16,3,8,13757,40,8,1,9,2,0,2,4,8,3,5,Research & Development,Medical,Research Director,Divorced
0,0,6,2,4,8463,28,3,0,5,3,1,1,4,5,3,4,Sales,Medical,Sales Executive,Single
0,0,7,1,2,3162,44,3,0,5,2,0,3,3,5,3,5,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,35,4,8,16598,53,8,0,9,4,1,2,4,2,2,2,Research & Development,Medical,Research Director,Single
0,0,20,2,2,6651,49,2,1,3,3,1,3,1,5,2,0,Research & Development,Technical Degree,Healthcare Representative,Married
0,0,8,1,1,2345,40,2,1,3,3,1,3,3,2,4,3,Research & Development,Medical,Research Scientist,Divorced
0,0,6,1,2,3420,44,3,0,5,3,1,2,4,20,2,3,Research & Development,Life Sciences,Research Scientist,Single
0,0,5,2,3,4373,33,3,2,4,3,2,1,4,7,3,2,Sales,Medical,Sales Executive,Married
0,0,15,2,9,4759,34,12,0,13,1,1,1,4,3,3,2,Sales,Other,Sales Executive,Single
0,0,4,2,1,5301,30,2,2,2,3,1,3,4,16,2,2,Sales,Life Sciences,Sales Executive,Married
0,0,12,1,9,3673,42,8,0,12,3,2,4,1,9,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,11,2,0,4768,44,0,1,1,3,2,3,1,1,2,4,Sales,Marketing,Sales Executive,Married
0,0,1,1,0,1274,30,0,2,1,3,0,3,3,7,2,2,Research & Development,Technical Degree,Research Scientist,Divorced
0,0,13,2,9,4900,57,8,1,12,4,1,3,2,1,2,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,29,3,7,10466,49,7,2,8,3,1,2,3,7,3,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,16,4,8,17007,34,9,2,14,3,2,1,2,15,2,3,Research & Development,Medical,Research Director,Divorced
1,0,5,1,2,2909,28,2,1,3,3,2,3,1,1,4,3,Sales,Technical Degree,Sales Representative,Married
1,0,7,2,3,5765,29,0,0,5,3,2,2,1,13,1,4,Sales,Technical Degree,Sales Executive,Single
1,1,16,2,9,4599,34,10,0,15,2,1,2,1,24,4,2,Sales,Medical,Sales Executive,Single
0,0,1,1,0,2404,35,0,1,1,3,1,3,4,7,3,3,Sales,Life Sciences,Sales Representative,Married
1,1,4,1,0,3172,24,0,0,0,3,2,1,2,9,2,2,Research & Development,Medical,Laboratory Technician,Single
0,0,1,1,0,2033,24,0,1,1,3,0,2,4,13,3,2,Sales,Life Sciences,Sales Representative,Married
0,1,16,3,2,10209,44,2,0,2,3,2,3,2,2,2,2,Research & Development,Medical,Manufacturing Director,Single
0,0,10,2,7,8620,29,4,2,10,2,1,3,3,19,3,3,Sales,Life Sciences,Sales Executive,Divorced
0,0,6,1,3,2064,30,3,1,5,3,1,3,3,1,4,3,Human Resources,Life Sciences,Human Resources,Divorced
0,1,4,2,2,4035,55,2,0,3,3,1,3,4,4,3,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,8,1,4,3838,33,2,0,5,2,1,2,1,4,3,5,Research & Development,Medical,Laboratory Technician,Married
0,1,11,2,4,4591,47,2,1,5,3,1,3,3,14,2,4,Sales,Medical,Sales Executive,Married
1,0,8,1,0,2561,28,0,0,0,2,2,1,3,2,2,2,Research & Development,Medical,Laboratory Technician,Single
0,0,1,1,0,1563,28,0,1,1,2,1,3,1,1,1,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,5,2,2,4898,28,3,0,4,3,2,1,3,7,3,5,Sales,Life Sciences,Sales Executive,Single
0,0,10,2,2,4789,49,2,1,3,2,1,1,3,3,3,3,Research & Development,Medical,Laboratory Technician,Married
0,0,4,1,2,3180,29,2,3,3,3,2,2,4,2,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,8,2,6,6549,28,7,2,8,1,1,2,3,29,2,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,1,14,2,0,6388,33,0,0,0,3,1,3,4,8,3,6,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,10,3,2,11244,32,0,0,5,3,1,4,3,10,4,5,Research & Development,Medical,Manager,Single
0,0,26,4,9,16032,54,12,1,14,3,2,4,2,11,3,2,Research & Development,Medical,Manager,Divorced
1,0,11,1,7,2362,29,7,0,9,2,1,1,1,1,1,2,Research & Development,Technical Degree,Research Scientist,Single
0,0,24,4,6,16328,44,17,1,20,3,1,1,4,28,4,1,Research & Development,Life Sciences,Research Director,Married
0,0,9,3,0,8376,39,2,0,2,3,1,2,2,6,3,3,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,23,4,12,16606,46,1,1,13,3,1,2,3,3,4,2,Sales,Life Sciences,Manager,Married
0,0,11,3,8,8606,35,3,0,11,2,1,2,4,16,1,3,Research & Development,Life Sciences,Healthcare Representative,Single
0,0,5,2,3,2272,23,2,0,4,3,1,3,1,20,3,2,Research & Development,Life Sciences,Laboratory Technician,Single
1,0,15,1,4,2018,40,0,0,5,3,1,1,4,9,1,3,Research & Development,Life Sciences,Laboratory Technician,Single
0,1,10,3,9,7083,34,6,0,10,2,1,3,4,1,3,3,Sales,Technical Degree,Sales Executive,Married
1,0,7,1,2,4084,31,7,0,7,3,2,3,4,3,1,2,Research & Development,Life Sciences,Research Scientist,Single
0,1,32,4,6,14411,50,9,0,32,1,2,4,3,22,3,2,Research & Development,Medical,Research Director,Single
0,1,12,1,10,2308,34,7,1,11,3,1,3,2,7,3,4,Sales,Technical Degree,Sales Representative,Married
0,0,4,1,0,4841,42,0,1,1,2,1,2,3,2,3,3,Research & Development,Medical,Laboratory Technician,Married
0,0,10,2,8,4285,37,7,0,10,3,1,4,1,13,3,2,Research & Development,Medical,Research Scientist,Married
0,0,9,2,7,9715,29,7,1,7,1,1,1,3,8,3,3,Research & Development,Other,Healthcare Representative,Married
0,0,5,2,3,4320,33,2,0,5,2,1,2,4,25,3,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,0,8,1,4,2132,45,3,1,5,3,1,4,4,28,3,3,Research & Development,Technical Degree,Research Scientist,Married
0,1,24,3,8,10124,42,9,1,20,3,2,4,4,2,1,3,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,9,2,4,5473,40,1,0,8,3,1,1,1,9,4,5,Sales,Medical,Sales Executive,Married
0,1,15,2,14,5207,33,7,1,15,3,1,3,2,28,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,1,21,4,7,16437,40,7,0,21,3,1,4,3,6,3,2,Human Resources,Medical,Manager,Single
0,0,2,1,1,2296,24,0,3,1,2,1,1,3,21,3,3,Research & Development,Technical Degree,Laboratory Technician,Divorced
0,1,8,2,2,4069,40,2,0,2,3,0,4,4,8,3,2,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,10,3,8,7441,45,7,3,10,3,1,2,1,1,3,4,Research & Development,Technical Degree,Healthcare Representative,Divorced
0,0,6,1,3,2430,35,2,2,5,2,1,3,2,28,3,5,Sales,Life Sciences,Sales Representative,Married
0,0,12,2,1,5878,32,5,1,7,2,1,2,4,5,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,1,7,1,2,2644,36,2,0,3,3,1,4,3,2,2,3,Sales,Life Sciences,Sales Representative,Single
0,0,18,2,7,6439,48,7,1,8,3,1,3,3,16,3,2,Sales,Life Sciences,Sales Executive,Divorced
0,0,5,1,0,2451,29,0,2,1,4,1,3,3,9,2,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,8,2,2,6392,33,2,1,2,3,1,1,1,8,1,6,Sales,Life Sciences,Sales Executive,Married
1,0,10,2,8,9714,30,7,1,10,2,1,1,2,1,3,4,Sales,Life Sciences,Sales Executive,Married
0,0,10,2,3,6077,38,2,0,6,3,2,3,3,10,3,2,Human Resources,Human Resources,Human Resources,Married
0,0,3,1,0,2450,35,2,0,3,2,1,1,4,1,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,9,3,2,9250,30,3,1,4,3,1,2,3,29,3,3,Sales,Technical Degree,Sales Executive,Married
1,1,1,1,0,2074,35,0,1,1,3,1,1,1,2,3,2,Research & Development,Life Sciences,Laboratory Technician,Divorced
1,0,34,3,7,10169,53,9,1,33,2,1,4,3,2,3,4,Research & Development,Technical Degree,Manufacturing Director,Married
1,0,7,2,2,4855,38,4,2,5,3,1,2,3,2,3,2,Research & Development,Medical,Manufacturing Director,Married
0,0,9,2,5,4087,32,2,1,6,3,0,1,4,1,2,3,Research & Development,Technical Degree,Research Scientist,Married
0,0,10,1,2,2367,48,6,1,8,3,1,1,3,15,2,3,Research & Development,Other,Research Scientist,Married
0,0,1,1,0,2972,34,0,0,1,3,1,4,1,7,1,4,Research & Development,Medical,Research Scientist,Single
0,0,36,5,6,19586,55,13,1,36,2,1,4,3,26,3,3,Sales,Marketing,Manager,Married
0,0,9,2,2,5484,34,1,1,2,3,1,4,2,1,2,3,Research & Development,Life Sciences,Research Scientist,Married
0,0,1,1,0,2061,26,0,0,1,3,1,4,1,3,3,5,Research & Development,Life Sciences,Research Scientist,Married
0,0,10,2,8,9924,38,7,1,9,3,1,2,3,14,3,3,Sales,Life Sciences,Sales Executive,Married
0,0,8,2,2,4198,38,2,0,3,3,1,2,2,16,4,5,Sales,Life Sciences,Sales Executive,Single
0,0,15,2,0,6815,36,0,0,1,3,1,3,2,1,3,5,Sales,Life Sciences,Sales Executive,Single
0,1,10,1,9,4723,29,5,0,10,3,1,1,2,3,3,3,Research & Development,Medical,Laboratory Technician,Single
0,1,10,2,2,6142,35,4,0,5,3,1,3,1,10,3,4,Research & Development,Medical,Healthcare Representative,Single
0,0,11,3,6,8237,39,6,1,7,4,1,3,4,6,3,3,Sales,Medical,Sales Executive,Married
0,0,6,2,4,8853,29,3,1,6,3,2,4,1,2,4,0,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,1,27,5,0,19331,50,0,1,1,3,1,3,3,9,3,2,Sales,Marketing,Manager,Married
0,0,4,1,2,2073,23,2,1,2,4,1,3,4,10,3,2,Research & Development,Technical Degree,Research Scientist,Married
0,1,9,2,2,5562,36,2,1,3,4,2,1,1,6,3,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,24,5,0,19613,42,1,0,1,2,1,4,4,9,3,2,Research & Development,Other,Manager,Single
0,0,10,2,9,3407,35,8,2,10,4,1,3,2,28,2,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,8,2,2,5063,34,7,1,8,2,2,3,4,10,2,3,Research & Development,Technical Degree,Healthcare Representative,Married
0,0,5,2,4,4639,40,2,1,5,3,1,1,4,14,3,2,Sales,Life Sciences,Sales Executive,Married
0,0,8,1,4,4876,43,2,1,6,4,1,2,4,27,3,0,Research & Development,Technical Degree,Laboratory Technician,Divorced
0,0,1,1,0,2690,35,1,1,1,2,1,4,3,7,2,5,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,27,4,0,17567,46,12,0,26,4,1,1,4,1,1,5,Sales,Life Sciences,Manager,Single
1,1,1,1,1,2408,28,0,3,1,3,1,2,3,24,3,3,Research & Development,Medical,Laboratory Technician,Married
0,1,4,1,2,2814,22,3,0,4,2,0,3,2,26,2,2,Research & Development,Other,Research Scientist,Married
0,1,32,4,8,11245,50,13,1,30,3,2,3,2,20,3,3,Research & Development,Medical,Healthcare Representative,Married
0,0,6,1,2,3312,32,2,2,3,4,1,4,2,5,3,3,Research & Development,Other,Research Scientist,Married
0,1,23,5,7,19049,44,10,1,22,3,1,4,2,7,2,4,Research & Development,Medical,Research Director,Divorced
0,0,6,1,4,2141,30,1,1,6,2,1,2,2,7,2,3,Research & Development,Medical,Research Scientist,Married
0,1,10,2,7,5769,45,4,0,10,1,1,1,3,5,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,10,2,7,4385,45,5,1,10,2,0,1,1,26,3,2,Sales,Marketing,Sales Executive,Married
0,0,10,2,2,5332,31,3,0,5,3,2,1,4,2,3,3,Sales,Other,Sales Executive,Single
0,1,7,2,2,4663,36,1,2,3,3,1,3,3,12,3,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,9,2,7,4724,34,2,1,9,4,2,4,3,10,3,3,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,10,1,6,3211,49,4,1,9,3,1,1,3,25,2,3,Research & Development,Life Sciences,Laboratory Technician,Married
0,0,10,2,7,5377,39,7,3,7,3,1,1,2,10,3,3,Research & Development,Medical,Manufacturing Director,Married
0,0,7,1,7,4066,27,7,2,7,2,1,1,4,19,3,3,Research & Development,Other,Laboratory Technician,Divorced
0,0,16,2,15,5208,35,10,0,16,4,1,1,2,18,3,2,Research & Development,Life Sciences,Research Scientist,Married
0,0,6,2,3,4877,28,0,1,5,1,1,1,2,27,2,5,Research & Development,Medical,Manufacturing Director,Divorced
0,0,3,1,2,3117,21,2,0,2,3,1,4,3,5,3,2,Research & Development,Medical,Research Scientist,Single
1,1,0,1,0,1569,18,0,0,0,3,2,4,2,3,4,2,Sales,Medical,Sales Representative,Single
0,0,27,5,2,19658,47,0,1,5,3,1,3,4,26,3,2,Human Resources,Life Sciences,Manager,Married
0,0,11,2,8,3069,39,7,1,10,2,1,3,3,3,3,3,Research & Development,Medical,Laboratory Technician,Divorced
0,0,18,3,15,10435,40,12,2,18,2,1,3,1,15,3,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,15,2,11,4148,35,9,1,14,3,0,3,3,8,3,5,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,9,2,3,5768,37,2,3,4,3,1,3,3,19,2,2,Research & Development,Life Sciences,Manufacturing Director,Married
0,0,10,2,2,5042,39,8,0,9,3,2,3,1,4,1,2,Research & Development,Medical,Manufacturing Director,Single
0,0,10,2,7,5770,45,9,2,10,2,1,4,4,2,3,3,Research & Development,Other,Manufacturing Director,Divorced
0,1,10,3,4,7756,38,2,1,5,2,1,3,4,2,4,6,Research & Development,Medical,Manufacturing Director,Married
1,0,15,3,12,10306,35,0,0,13,2,1,1,4,10,3,3,Sales,Medical,Sales Executive,Married
0,0,8,1,4,3936,37,7,1,8,3,1,2,2,10,1,2,Research & Development,Medical,Research Scientist,Married
0,1,18,3,2,7945,40,3,0,4,3,1,4,3,16,2,2,Research & Development,Life Sciences,Manufacturing Director,Single
0,1,14,2,7,5743,44,2,0,10,3,2,4,1,1,3,3,Human Resources,Human Resources,Human Resources,Married
0,0,23,4,2,15202,48,2,1,2,2,2,4,3,4,3,3,Research & Development,Medical,Manager,Married
1,1,7,2,2,5440,35,2,2,2,1,1,4,1,15,2,2,Sales,Medical,Sales Executive,Divorced
0,1,6,1,3,3760,24,3,0,6,3,2,4,1,2,3,2,Research & Development,Technical Degree,Research Scientist,Single
0,0,5,1,2,3517,27,2,0,3,4,1,3,2,8,3,0,Research & Development,Medical,Research Scientist,Married
0,0,6,1,2,2580,27,2,0,4,3,2,4,4,2,2,0,Research & Development,Medical,Research Scientist,Single
1,1,10,1,2,2166,40,3,0,4,3,1,1,1,7,1,3,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,8,2,2,5869,29,4,0,5,2,1,3,3,10,3,2,Sales,Medical,Sales Executive,Single
0,0,9,3,2,8008,36,2,2,3,3,1,1,2,5,3,6,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,7,2,7,5206,25,7,2,7,4,2,3,4,2,3,6,Research & Development,Life Sciences,Manufacturing Director,Divorced
0,0,7,2,4,5295,39,0,0,5,3,1,2,4,12,3,3,Research & Development,Medical,Manufacturing Director,Married
0,0,27,4,2,16413,49,2,2,4,3,1,2,1,22,3,2,Research & Development,Other,Research Director,Married
0,0,19,3,11,13269,50,11,3,14,2,1,1,4,17,3,3,Research & Development,Life Sciences,Research Director,Divorced
0,0,2,1,2,2783,20,2,0,2,3,1,3,3,2,3,3,Sales,Medical,Sales Representative,Single
0,0,11,2,8,5433,34,9,1,11,3,1,2,4,3,3,2,Research & Development,Life Sciences,Research Scientist,Divorced
0,0,15,1,3,2013,36,3,0,4,3,1,2,1,7,3,4,Research & Development,Life Sciences,Laboratory Technician,Single
0,1,30,4,11,13966,49,12,1,15,2,1,3,3,6,3,3,Research & Development,Life Sciences,Healthcare Representative,Married
0,0,4,2,2,4374,36,2,0,3,2,0,3,4,1,3,6,Research & Development,Medical,Manufacturing Director,Married
0,0,13,2,4,6842,36,4,1,5,4,1,1,4,3,3,3,Research & Development,Life Sciences,Healthcare Representative,Divorced
0,0,36,4,8,17426,54,7,1,10,3,1,3,2,22,3,6,Research & Development,Medical,Manager,Married
0,0,14,4,10,17603,43,11,1,14,2,1,3,3,15,3,3,Research & Development,Life Sciences,Research Director,Married
1,1,13,2,9,4581,35,7,0,11,3,2,4,4,12,4,2,Sales,Other,Sales Executive,Single
0,0,19,2,11,4735,38,9,2,13,3,2,4,4,1,4,4,Research & Development,Life Sciences,Research Scientist,Married
0,1,10,2,0,4187,29,9,1,10,2,1,2,1,5,2,3,Sales,Medical,Sales Executive,Divorced
0,0,6,2,2,5505,33,4,2,6,3,1,4,4,2,3,5,Sales,Medical,Sales Executive,Divorced
0,0,10,2,5,5470,32,6,2,9,3,1,2,4,2,2,4,Research & Development,Medical,Research Scientist,Divorced
0,0,10,2,0,5476,31,2,2,10,3,1,4,1,5,3,2,Sales,Life Sciences,Sales Executive,Married
0,1,17,1,2,2587,49,2,1,2,3,1,1,4,16,2,2,Research & Development,Medical,Laboratory Technician,Divorced
0,0,4,1,3,2440,38,3,0,4,2,2,2,4,2,3,3,Research & Development,Medical,Laboratory Technician,Single
0,0,29,4,2,15972,47,2,3,3,4,1,2,2,2,3,2,Sales,Life Sciences,Manager,Divorced
0,0,23,4,7,15379,49,0,0,8,3,1,3,3,1,3,2,Research & Development,Life Sciences,Manager,Single
0,1,21,3,0,7082,41,2,0,2,3,1,3,4,23,3,2,Sales,Life Sciences,Sales Executive,Single
0,0,2,1,2,2728,20,2,0,2,3,1,1,4,9,3,3,Sales,Life Sciences,Sales Representative,Single
0,1,7,2,5,5368,33,2,1,6,3,0,4,3,16,3,2,Sales,Life Sciences,Sales Executive,Divorced
0,0,10,2,2,5347,36,2,2,3,3,1,3,1,26,2,2,Research & Development,Life Sciences,Healthcare Representative,Married
0,1,8,1,2,3195,44,2,3,2,3,1,4,3,1,3,2,Human Resources,Life Sciences,Human Resources,Divorced
1,1,5,1,4,3989,23,2,0,5,2,1,3,4,8,3,2,Research & Development,Medical,Laboratory Technician,Single
0,0,7,1,0,3306,38,0,1,0,3,1,3,4,4,2,5,Research & Development,Medical,Laboratory Technician,Married
0,0,11,3,3,7005,53,2,0,4,4,1,4,2,24,3,2,Research & Development,Medical,Healthcare Representative,Married
1,1,19,1,7,2655,48,7,2,9,3,2,3,4,7,3,3,Sales,Medical,Sales Representative,Married
1,0,1,1,0,1393,32,0,0,1,3,1,2,4,2,3,2,Research & Development,Life Sciences,Laboratory Technician,Single
0,0,7,1,7,2570,26,7,0,7,3,0,4,4,7,3,5,Research & Development,Medical,Laboratory Technician,Single
0,0,8,1,2,3537,55,2,1,4,2,1,2,1,22,3,1,Research & Development,Technical Degree,Research Scientist,Divorced
0,0,15,2,10,3986,34,13,1,15,2,1,4,2,5,4,3,Research & Development,Medical,Laboratory Technician,Married
0,0,19,3,0,10883,60,0,1,1,1,1,4,3,1,4,2,Research & Development,Medical,Healthcare Representative,Divorced
0,0,14,1,11,2028,33,13,3,14,4,1,2,2,21,3,6,Research & Development,Medical,Laboratory Technician,Married
